1,-441613,617
1,-420727,616
1,-401665,618
1,-384198,617
1,-368134,617
1,-353310,619
1,-339589,618
1,-326851,615
1,-314995,616
1,-303931,619
1,-293584,618
1,-283886,617
1,-274777,616
1,-266205,618
1,-258125,619
1,-250495,618
1,-243278,618
1,-236442,618
1,-229958,618
1,-223798,616
1,-217940,616
1,-212362,617
1,-207043,618
1,-201967,617
1,-197117,616
1,-192478,616
1,-188037,617
1,-183782,616
1,-179700,616
1,-175783,619
1,-172019,616
1,-168400,618
1,-164918,618
1,-161565,620
1,-158334,619
1,-155219,618
1,-152213,617
1,-149312,615
1,-146508,617
1,-143799,617
1,-141178,617
1,-138642,618
1,-136187,618
1,-133808,618
1,-131503,617
1,-129267,618
1,-127099,617
1,-124994,618
1,-122951,617
1,-120966,618
1,-119037,618
1,-117162,617
1,-115338,619
1,-113563,618
1,-111836,617
1,-110154,616
1,-108516,619
1,-106920,618
1,-105365,620
1,-103849,616
1,-102370,617
1,-100927,616
1,-99518.6,618
1,-98144.1,618
1,-96802,617
1,-95491.1,618
1,-94210.4,618
1,-92958.9,618
1,-91735.4,617
1,-90539.3,616
1,-89369.4,617
1,-88225,617
1,-87105.2,617
1,-86009.3,617
1,-84936.4,619
1,-83886,618
1,-82857.2,617
1,-81849.4,618
1,-80862.1,617
1,-79894.5,618
1,-78946,618
1,-78016.2,618
1,-77104.5,618
1,-76210.3,617
1,-75333.1,615
1,-74472.5,618
1,-73628.1,616
1,-72799.2,618
1,-71985.6,618
1,-71186.8,617
1,-70402.4,617
1,-69632.1,617
1,-68875.3,617
1,-68131.9,616
1,-67401.4,617
1,-66683.5,617
1,-65977.9,620
1,-65284.2,618
1,-64602.3,617
1,-63931.7,617
1,-63272.2,616
1,-62623.5,618
1,-61985.4,617
1,-61357.5,618
1,-60739.8,616
1,-60131.8,617
1,-59533.4,620
1,-58944.4,619
1,-58364.5,620
1,-57793.6,619
1,-57231.3,618
1,-56677.6,619
1,-56132.2,619
1,-55595,617
1,-55065.7,617
1,-54544.3,618
1,-54030.4,618
1,-53524,619
1,-53024.9,620
1,-52532.9,618
1,-52047.9,617
1,-51569.8,617
1,-51098.3,616
1,-50633.4,618
1,-50174.9,619
1,-49722.7,618
1,-49276.6,618
1,-48836.6,617
1,-48402.5,618
1,-47974.2,619
1,-47551.5,619
1,-47134.5,617
1,-46722.8,616
1,-46316.6,619
1,-45915.5,618
1,-45519.7,617
1,-45128.8,617
1,-44742.9,617
1,-44361.9,617
1,-43985.6,617
1,-43614.1,615
1,-43247.1,618
1,-42884.6,618
1,-42526.5,616
1,-42172.8,618
1,-41823.3,617
1,-41478.1,617
1,-41136.9,617
1,-40799.8,618
1,-40466.6,617
1,-40137.4,617
1,-39811.9,617
1,-39490.3,617
1,-39172.3,617
1,-38858,619
1,-38547.3,616
