1,-432.957,65117
1,-430.289,65046
1,-427.622,65050
1,-424.957,65071
1,-422.294,65050
1,-419.633,65038
1,-416.974,65101
1,-414.316,65011
1,-411.66,65118
1,-409.006,65008
1,-406.353,64951
1,-403.703,65020
1,-401.054,64988
1,-398.407,64937
1,-395.761,64982
1,-393.117,64867
1,-390.475,64894
1,-387.835,64917
1,-385.197,64937
1,-382.56,64903
1,-379.925,64879
1,-377.292,64913
1,-374.66,64910
1,-372.03,64899
1,-369.402,64801
1,-366.776,64862
1,-364.151,64743
1,-361.528,64713
1,-358.907,64625
1,-356.288,64721
1,-353.67,64598
1,-351.054,64602
1,-348.44,64673
1,-345.827,64680
1,-343.216,64645
1,-340.607,64743
1,-338,64778
1,-335.394,64678
1,-332.79,64577
1,-330.188,64625
1,-327.587,64668
1,-324.989,64558
1,-322.391,64559
1,-319.796,64782
1,-317.202,64660
1,-314.61,64728
1,-312.02,64852
1,-309.431,64972
1,-306.845,65205
1,-304.259,65249
1,-301.676,65329
1,-299.094,65367
1,-296.514,65508
1,-293.936,65451
1,-291.359,65402
1,-288.784,65376
1,-286.211,65288
1,-283.639,65323
1,-281.069,65204
1,-278.501,65207
1,-275.934,65157
1,-273.369,65289
1,-270.806,65381
1,-268.245,65410
1,-265.685,65541
1,-263.127,65604
1,-260.57,65815
1,-258.015,65858
1,-255.462,66079
1,-252.911,66169
1,-250.361,66418
1,-247.813,66509
1,-245.267,66701
1,-242.722,67262
1,-240.179,67188
1,-237.638,67420
1,-235.098,67651
1,-232.56,67732
1,-230.023,67989
1,-227.489,68197
1,-224.956,68487
1,-222.424,68806
1,-219.894,69015
1,-217.366,69353
1,-214.84,69651
1,-212.315,70062
1,-209.792,70521
1,-207.271,70934
1,-204.751,71433
1,-202.233,71932
1,-199.716,72389
1,-197.201,73261
1,-194.688,73751
1,-192.177,74424
1,-189.667,75171
1,-187.159,76259
1,-184.652,77018
1,-182.147,78033
1,-179.644,79508
1,-177.142,81051
1,-174.642,82278
1,-172.143,83964
1,-169.647,86293
1,-167.152,88688
1,-164.658,90274
1,-162.166,92938
1,-159.676,97491
1,-157.187,101150
1,-154.7,104356
1,-152.215,110272
1,-149.731,118062
1,-147.249,120945
1,-144.769,124557
1,-142.29,135576
1,-139.813,147300
1,-137.337,155565
1,-134.863,176359
1,-132.391,226050
1,-129.92,268943
1,-127.451,333808
1,-124.984,488667
1,-122.518,779089
1,-120.053,942664
1,-117.591,1.19303e+006
1,-115.13,2.2542e+006
1,-112.67,3.16184e+006
1,-110.212,3.16977e+006
1,-107.756,3.60448e+006
1,-105.302,4.59616e+006
1,-102.849,4.65575e+006
1,-100.397,4.30157e+006
1,-97.9474,4.32282e+006
1,-95.4992,4.38236e+006
1,-93.0526,2.46635e+006
1,-90.6076,1.36572e+006
1,-88.1642,1.31742e+006
1,-85.7224,1.04452e+006
1,-83.2822,452703
1,-80.8437,243081
1,-78.4066,217675
1,-75.9712,194873
1,-73.5374,177387
1,-71.1052,171892
1,-68.6746,167672
1,-66.2455,158742
1,-63.8181,150414
1,-61.3922,144305
