-416.798,1,284102
-414.240,1,283723
-411.683,1,284318
-409.128,1,283923
-406.575,1,281948
-404.023,1,283879
-401.472,1,287513
-398.923,1,284532
-396.376,1,285832
-393.830,1,286514
-391.286,1,286751
-388.743,1,288051
-386.202,1,284427
-383.662,1,281869
-381.124,1,281146
-378.587,1,279525
-376.052,1,279300
-373.519,1,279964
-370.986,1,281430
-368.456,1,283608
-365.927,1,284902
-363.399,1,286301
-360.873,1,288828
-358.349,1,285409
-355.826,1,285586
-353.304,1,285457
-350.784,1,282402
-348.266,1,280437
-345.749,1,279055
-343.233,1,279211
-340.719,1,278934
-338.207,1,276168
-335.696,1,280119
-333.186,1,287214
-330.678,1,283420
-328.172,1,282393
-325.667,1,284570
-323.164,1,284633
-320.662,1,281416
-318.161,1,279394
-315.662,1,279755
-313.165,1,280182
-310.669,1,279976
-308.174,1,284480
-305.682,1,288832
-303.190,1,292230
-300.700,1,299350
-298.212,1,309021
-295.725,1,317468
-293.239,1,321737
-290.755,1,325114
-288.272,1,327036
-285.791,1,326273
-283.312,1,325108
-280.834,1,321659
-278.357,1,318285
-275.882,1,314459
-273.408,1,311623
-270.936,1,308611
-268.465,1,307020
-265.996,1,307446
-263.528,1,308778
-261.062,1,310255
-258.597,1,313782
-256.134,1,316274
-253.672,1,319805
-251.212,1,324812
-248.753,1,329895
-246.295,1,334579
-243.839,1,340404
-241.385,1,348074
-238.932,1,355395
-236.480,1,361933
-234.030,1,369097
-231.581,1,376621
-229.134,1,384416
-226.688,1,391247
-224.244,1,399677
-221.801,1,409606
-219.360,1,417751
-216.920,1,425163
-214.481,1,436491
-212.044,1,446450
-209.609,1,456198
-207.175,1,470882
-204.742,1,489539
-202.311,1,505345
-199.881,1,521804
-197.453,1,546321
-195.026,1,568284
-192.601,1,592353
-190.177,1,617756
-187.754,1,654984
-185.333,1,685878
-182.913,1,723159
-180.495,1,780150
-178.078,1,828840
-175.663,1,869452
-173.249,1,939497
-170.837,1,1052358
-168.426,1,1114088
-166.016,1,1191464
-163.608,1,1352964
-161.201,1,1530255
-158.796,1,1618412
-156.392,1,1755252
-153.990,1,2132347
-151.589,1,2343942
-149.189,1,2460181
-146.791,1,2810239
-144.395,1,3416326
-141.999,1,3432075
-139.605,1,3530775
-137.213,1,3853250
-134.822,1,4134722
-132.432,1,4191340
-130.044,1,4501830
-127.657,1,4930565
-125.272,1,5224461
-122.888,1,5729678
-120.506,1,6483259
-118.125,1,6553500
-115.745,1,6553500
-113.367,1,6553500
-110.990,1,6553500
-108.615,1,6553500
-106.241,1,6553500
-103.868,1,6553500
-101.497,1,6553500
-99.127,1,6553500
-96.759,1,6553500
-94.392,1,6553500
-92.026,1,6553500
-89.662,1,6553500
-87.299,1,6553500
-84.938,1,6553500
-82.578,1,6553500
-80.220,1,6553500
-77.862,1,5491308
-75.507,1,5129906
-73.152,1,4921805
-70.799,1,4609131
-68.448,1,4551979
-66.098,1,4511037
-63.749,1,4361764
-61.402,1,4163860
-59.056,1,3928714
-56.711,1,3569175
-54.368,1,3230897
-52.026,1,2955953
-49.686,1,2604352
-47.347,1,2279268
