-416.798	1	64104
-414.240	1	64042
-411.683	1	64062
-409.128	1	64013
-406.575	1	64099
-404.023	1	64066
-401.472	1	64050
-398.923	1	64130
-396.376	1	64092
-393.830	1	64060
-391.286	1	64047
-388.743	1	64103
-386.202	1	64076
-383.662	1	64132
-381.124	1	64108
-378.587	1	64026
-376.052	1	64124
-373.519	1	64175
-370.986	1	64118
-368.456	1	64114
-365.927	1	64094
-363.399	1	64174
-360.873	1	64159
-358.349	1	64171
-355.826	1	64127
-353.304	1	64180
-350.784	1	64153
-348.266	1	64184
-345.749	1	64132
-343.233	1	64139
-340.719	1	64136
-338.207	1	64122
-335.696	1	64171
-333.186	1	64213
-330.678	1	64163
-328.172	1	64233
-325.667	1	64223
-323.164	1	64200
-320.662	1	64229
-318.161	1	64200
-315.662	1	64248
-313.165	1	64251
-310.669	1	64329
-308.174	1	64535
-305.682	1	64402
-303.190	1	64389
-300.700	1	64452
-298.212	1	64433
-295.725	1	64536
-293.239	1	64518
-290.755	1	64514
-288.272	1	64577
-285.791	1	64571
-283.312	1	64622
-280.834	1	64627
-278.357	1	64659
-275.882	1	64624
-273.408	1	64706
-270.936	1	64650
-268.465	1	64626
-265.996	1	64685
-263.528	1	64711
-261.062	1	64773
-258.597	1	64708
-256.134	1	64765
-253.672	1	64768
-251.212	1	64844
-248.753	1	64854
-246.295	1	64891
-243.839	1	64966
-241.385	1	65018
-238.932	1	65060
-236.480	1	65261
-234.030	1	65709
-231.581	1	65338
-229.134	1	65353
-226.688	1	65451
-224.244	1	65483
-221.801	1	65598
-219.360	1	65747
-216.920	1	65795
-214.481	1	65934
-212.044	1	65958
-209.609	1	66138
-207.175	1	66156
-204.742	1	66367
-202.311	1	66550
-199.881	1	66732
-197.453	1	66816
-195.026	1	67151
-192.601	1	67217
-190.177	1	67526
-187.754	1	67689
-185.333	1	67833
-182.913	1	68127
-180.495	1	68360
-178.078	1	68679
-175.663	1	68701
-173.249	1	69047
-170.837	1	69251
-168.426	1	69475
-166.016	1	69633
-163.608	1	69934
-161.201	1	70446
-158.796	1	70560
-156.392	1	70821
-153.990	1	71721
-151.589	1	72227
-149.189	1	72610
-146.791	1	73507
-144.395	1	74755
-141.999	1	75023
-139.605	1	75310
-137.213	1	77239
-134.822	1	78785
-132.432	1	78995
-130.044	1	80725
-127.657	1	88191
-125.272	1	92480
-122.888	1	96272
-120.506	1	111511
-118.125	1	145787
-115.745	1	157456
-113.367	1	179510
-110.990	1	281065
-108.615	1	380618
-106.241	1	380318
-103.868	1	419047
-101.497	1	624972
-99.127	1	663133
-96.759	1	567746
-94.392	1	538179
-92.026	1	571347
-89.662	1	375345
-87.299	1	202116
-84.938	1	183544
-82.578	1	169297
-80.220	1	119281
-77.862	1	87326
-75.507	1	82917
-73.152	1	79820
-70.799	1	77836
-68.448	1	76521
-66.098	1	75980
-63.749	1	75410
-61.402	1	74404
-59.056	1	73645
-56.711	1	72742
-54.368	1	72299
-52.026	1	71599
-49.686	1	70553
-47.347	1	69759
-45.009	1	69338
-42.673	1	68625
-40.338	1	68175
-38.004	1	67441
-35.672	1	66963
-33.342	1	66468
-31.012	1	66303
-28.684	1	65900
-26.358	1	65765
-24.033	1	65519
-21.709	1	65453
-19.386	1	65409
-17.065	1	65326
-14.746	1	65237
-12.427	1	65169
-10.110	1	65055
-7.795	1	64970
-5.481	1	64897
-3.168	1	64855
-0.856	1	64712
1.454	1	64639
3.762	1	64453
6.070	1	64450
8.376	1	64427
10.680	1	64379
12.984	1	64296
15.286	1	64305
17.586	1	64207
19.885	1	64211
22.183	1	64216
24.479	1	64196
26.775	1	64153
29.068	1	64138
31.361	1	64197
33.652	1	64165
35.941	1	64121
38.230	1	64173
40.517	1	64133
42.802	1	64220
45.086	1	64106
47.369	1	64150
49.651	1	64176
51.931	1	64259
54.210	1	64223
56.487	1	64456
58.763	1	64584
61.038	1	64709
63.312	1	64813
65.584	1	65683
67.855	1	66990
70.124	1	66724
72.392	1	66648
74.659	1	67164
76.924	1	67809
79.188	1	68024
81.451	1	67762
83.713	1	67369
85.973	1	67406
88.231	1	67166
90.489	1	66652
92.745	1	66157
94.999	1	65883
97.253	1	65557
99.505	1	65375
101.756	1	65145
104.005	1	65003
106.253	1	64786
108.500	1	64781
110.745	1	64765
112.989	1	64594
115.232	1	64681
117.474	1	64765
119.714	1	64667
121.953	1	64720
124.190	1	64808
126.426	1	64774
128.661	1	64850
130.895	1	64900
133.127	1	64909
135.358	1	64883
137.587	1	64892
139.815	1	64938
142.042	1	64832
144.268	1	64810
146.492	1	64891
148.715	1	64786
150.937	1	64845
153.157	1	64828
155.376	1	64905
157.594	1	64781
159.811	1	64776
162.026	1	64725
164.240	1	64725
166.452	1	64761
168.663	1	64709
170.873	1	64630
173.082	1	64728
175.289	1	64736
177.495	1	64634
179.700	1	64597
181.904	1	64601
184.106	1	64562
186.306	1	64619
188.506	1	64648
190.704	1	64640
192.901	1	64630
195.097	1	64601
197.291	1	64508
199.484	1	64494
201.676	1	64399
203.866	1	64405
206.056	1	64385
208.244	1	64436
210.430	1	64347
212.615	1	64345
214.800	1	64330
216.982	1	64347
219.164	1	64376
221.344	1	64273
223.523	1	64290
225.700	1	64242
227.877	1	64263
230.052	1	64239
232.226	1	64245
234.398	1	64304
236.569	1	64273
238.739	1	64198
240.908	1	64255
243.075	1	64253
245.241	1	64288
247.406	1	64324
249.570	1	64338
251.732	1	64223
253.893	1	64228
256.053	1	64173
258.211	1	64189
260.368	1	64216
262.524	1	64266
264.679	1	64154
266.832	1	64180
268.985	1	64156
271.135	1	64121
273.285	1	64214
275.433	1	64154
277.580	1	64222
279.726	1	64313
281.871	1	64167
284.014	1	64143
286.156	1	64202
288.297	1	64238
290.436	1	64218
292.575	1	64157
294.712	1	64443
296.847	1	64183
298.982	1	64219
301.115	1	64244
303.247	1	64222
305.378	1	64236
307.507	1	64170
309.635	1	64231
311.762	1	64231
313.888	1	64318
316.013	1	64255
318.136	1	64227
320.258	1	64264
322.379	1	64264
324.498	1	64246
326.616	1	64229
328.733	1	64256
330.849	1	64233
332.964	1	64240
335.077	1	64307
337.189	1	64291
339.300	1	64340
341.409	1	64389
343.517	1	64292
345.625	1	64349
347.730	1	64382
349.835	1	64437
351.938	1	64375
354.040	1	64531
356.141	1	64550
358.241	1	64518
360.339	1	64476
362.437	1	64522
364.533	1	64642
366.627	1	64670
368.721	1	64803
370.813	1	65034
372.904	1	65014
374.994	1	65152
377.082	1	65142
379.170	1	65263
381.256	1	65341
383.341	1	65324
385.425	1	65335
387.507	1	65281
389.588	1	65234
391.668	1	65155
393.747	1	65085
395.825	1	65013
397.901	1	64837
399.976	1	64894
402.050	1	64759
404.123	1	64667
406.194	1	64623
408.265	1	64618
410.334	1	64549
412.402	1	64775
414.468	1	64505
416.534	1	64434
418.598	1	64476
420.661	1	64458
422.723	1	64427
424.783	1	64404
426.843	1	64306
428.901	1	64389
430.958	1	64397
433.014	1	64404
435.068	1	64334
437.122	1	64302
439.174	1	64337
441.225	1	64344
443.274	1	64363
445.323	1	64343
447.370	1	64263
449.416	1	64370
451.461	1	64258
453.505	1	64296
455.548	1	64234
457.589	1	64329
459.629	1	64311
461.668	1	64319
463.706	1	64277
465.742	1	64270
467.778	1	64344
469.812	1	64213
471.845	1	64234
473.877	1	64223
475.907	1	64261
477.937	1	64193
479.965	1	64261
481.992	1	64244
484.018	1	64239
486.043	1	64236
488.066	1	64232
490.088	1	64236
492.110	1	64274
494.129	1	64243
496.148	1	64256
498.166	1	64279
500.182	1	64222
502.197	1	64424
504.211	1	64276
506.224	1	64283
508.236	1	64265
