350	5.98
351	-0.12
352	-0.34
353	-4.74
354	-0.77
355	-2.49
356	2.35
357	-0.57
358	-1.5
359	-0.9
360	-2.19
361	0.09
362	2.09
363	4.09
364	-0.74
365	0.5
366	-0.32
367	-0.75
368	-1.61
369	1.39
370	-0.36
371	1.59
372	2.18
373	-0.41
374	1.04
375	2.22
376	3.39
377	-0.01
378	-0.6
379	3.12
380	3.1
381	0.27
382	0.25
383	-0.34
384	1.23
385	-0.07
386	3.38
387	0.23
388	1.5
389	-0.68
390	-1.97
391	1.81
392	1.11
393	1.19
394	3.92
395	0.98
396	2.4
397	0.18
398	1.74
399	3.4
400	3.53
401	0.74
402	1.19
403	-2.06
404	3.48
405	2.27
406	1.04
407	1.58
408	6.22
409	3.06
410	2.11
411	1.25
412	1.91
413	2.43
414	1.31
415	4.02
416	4.71
417	2.44
418	1.97
419	2.65
420	2.5
421	2.53
422	4.27
423	3.97
424	1.43
425	1.73
426	2.5
427	1.43
428	6.97
429	3.19
430	2.26
431	3.77
432	2.03
433	3.26
434	5.35
435	8.63
436	8.7
437	10.47
438	9.15
439	10.34
440	11.3
441	13.51
442	16.78
443	18.4
444	23.77
445	29.37
446	33.1
447	38.98
448	43.97
449	45.84
450	50.25
451	50.78
452	53.72
453	53.09
454	49.41
455	43.65
456	43.38
457	42.25
458	39.28
459	38.23
460	33.91
461	36.29
462	32.3
463	36.43
464	38.28
465	35.83
466	33.23
467	34.12
468	31.96
469	37.03
470	38.6
471	32.27
472	32.86
473	31.78
474	31.02
475	32.4
476	33.46
477	33.54
478	36.78
479	37.66
480	44.55
481	40.95
482	47.73
483	49.05
484	49.53
485	54.92
486	59.15
487	63.35
488	69.43
489	68.2
490	69.33
491	70.91
492	75.06
493	84.55
494	90.07
495	98.94
496	98.13
497	102.03
498	104.6
499	109.68
500	119
501	125.6
502	128.31
503	132.23
504	131.99
505	136.95
506	140.28
507	137.19
508	147.55
509	161.26
510	150.27
511	160.22
512	164.6
513	160.97
514	167.39
515	171.66
516	173.46
517	174.22
518	180.07
519	185.98
520	187.88
521	198.2
522	189.17
523	196.25
524	201.79
525	202.79
526	206.19
527	209.28
528	213.89
529	220.05
