350	7.44
351	-0.75
352	-1.88
353	-0.83
354	-3.98
355	-3.18
356	-1.62
357	-3.09
358	-3.04
359	-3.7
360	-0.97
361	-1.7
362	-3.84
363	0.5
364	-2.87
365	-0.37
366	-0.09
367	0.09
368	-3.16
369	-2.08
370	-0.74
371	-1.76
372	-2.45
373	2.15
374	-1.38
375	-0.6
376	-2.03
377	-0.3
378	1.16
379	-0.68
380	-1.13
381	-1.76
382	0.04
383	1.27
384	-1.82
385	0.1
386	2.84
387	3.2
388	2.94
389	0
390	0.11
391	-0.42
392	0.79
393	1.19
394	1.42
395	0.19
396	1.08
397	0.09
398	2.08
399	3.11
400	2.77
401	-0.03
402	3.24
403	0.72
404	2.52
405	-0.96
406	-1.91
407	0.13
408	3.15
409	1.47
410	-1.56
411	1.16
412	-0.16
413	2.68
414	1.03
415	0.72
416	0.1
417	1.29
418	1.65
419	-0.05
420	1.16
421	4.79
422	0.25
423	4.77
424	4.1
425	5.62
426	4.8
427	4.93
428	8.67
429	8.36
430	6.17
431	13.22
432	12.44
433	16.36
434	19.36
435	19.44
436	25.83
437	31.82
438	30.54
439	34.44
440	47.09
441	50.9
442	64.53
443	77.92
444	84.17
445	94.65
446	109.51
447	127.88
448	130.61
449	143.41
450	158.22
451	159.8
452	151.65
453	147.75
454	135.05
455	127.04
456	107.73
457	106.3
458	101.25
459	89.64
460	88.49
461	84.03
462	81.76
463	86.52
464	85.19
465	83.49
466	78.56
467	84.41
468	80.08
469	78.04
470	78.27
471	69.62
472	63.03
473	63.31
474	55.56
475	63.34
476	63.93
477	64.27
478	67.24
479	73.93
480	72.68
481	78.17
482	86.31
483	83.83
484	93.5
485	95.44
486	98.43
487	104.69
488	109.88
489	116.52
490	118.21
491	128.27
492	134.94
493	144.53
494	147.05
495	154.66
496	159.35
497	168.12
498	175.08
499	177.44
500	183.29
501	189.07
502	195.11
503	202.77
504	204.67
505	206.35
506	209.38
507	211.47
508	212.9
509	221.89
510	222.18
511	230.26
512	220.93
513	229.93
514	232.37
515	242.33
516	242.87
517	239.71
518	243.65
519	255.36
520	246.55
521	256.59
522	249.95
523	256.7
524	265.28
525	260.59
526	259.06
527	273.89
528	271.92
529	276.44
530	279.53
531	278.43
532	282.77
533	289.3
534	295.06
535	299.82
536	306.6
537	303.78
538	307.87
539	308.25
540	303
541	314.18
542	320.5
543	327.97
544	326.44
545	328.06
546	330.73
547	338.06
548	341.29
549	345.03
550	343.07
551	350.72
552	343.84
553	345.56
554	345.95
555	345.46
556	340.42
557	344.5
558	347.46
559	347.79
560	351.04
561	340.65
562	334.02
563	339.76
564	338.35
565	334.68
566	332.21
567	329.5
568	325.67
569	321.9
570	325.08
571	328.11
572	332.23
573	338.91
574	297.59
575	294.14
576	317.42
577	322.2
578	316.37
579	318.29
580	320.43
581	319.28
582	313.24
583	312.4
584	310.49
585	318.79
586	330.94
587	314.28
588	312.06
589	328.07
590	316.91
591	303.88
592	309.17
593	319.8
594	321.99
595	326.04
596	323.88
597	328.74
598	335.46
599	336.81
600	325.32
601	316.8
602	318.42
603	343.45
604	338.95
605	343.01
606	339.12
607	338.76
608	333.21
609	340.21
610	331.31
611	338.58
612	329.6
613	330.16
614	336.88
615	328.9
616	324.75
617	337.34
618	328.87
619	329.86
620	328.93
621	333.22
622	315.9
623	318.9
624	317.56
625	313.42
626	305.61
627	299.72
628	292.69
629	297.1
630	293.6
631	279.11
632	276.65
633	274.37
634	279.25
635	270.71
636	262.76
637	267.31
638	257.92
639	254.05
640	250.97
641	242.34
642	235.25
643	240.31
644	228.19
645	232.89
646	224.72
647	225.31
648	217.64
649	219.15
650	200.43
651	207.84
652	212.09
653	207.82
654	202.3
655	197.4
656	193.31
657	194.32
658	182.25
659	182.17
660	184.24
661	179.41
662	177.15
663	180.21
664	172.49
665	174.13
666	176.96
667	174.34
668	168.39
669	165.43
670	167.63
671	162.64
672	155.42
673	154.2
674	151.98
675	155.16
676	157.77
677	146.97
678	151.81
679	148.04
680	153.68
681	146.67
682	145.39
683	145.53
684	141.55
685	136.99
686	143.93
687	130.61
688	142.09
689	133.24
690	128.31
691	132.89
692	123.45
693	127
694	119.01
695	117.48
696	116.18
697	109.82
698	107.73
699	103.41
700	100.59
701	97.87
702	94.44
703	98.91
704	93.2
705	96.92
706	91.06
707	92.06
708	86.29
709	81.44
710	78.32
711	75.98
712	76.34
713	74.08
714	68.41
715	70.36
716	66.07
717	70.86
718	65.21
719	64.09
720	57.17
721	59.16
722	60.23
723	56.13
724	56.13
725	52.06
726	47.26
727	48.9
728	46.02
729	50.35
730	40.28
731	42.15
732	39.24
733	39.09
734	35.23
735	35.17
736	35.18
737	35.17
738	29.17
739	33.13
740	30.08
741	26.32
742	29.12
743	25.85
744	21.87
745	24.1
746	25.34
747	24.83
748	27.01
749	22.74
750	22.55
751	19.08
752	18.49
753	17.79
754	19.29
755	17.88
756	16.53
757	16.4
758	16.04
759	15.83
760	16.72
761	15.66
762	15.21
763	12.92
764	12.18
765	13.79
766	12.24
767	10.29
768	12.18
769	11.21
770	10.17
771	9.25
772	8.36
773	8.14
774	8.97
775	8.52
776	8.08
777	6.85
778	8.92
779	4.59
780	6.25
781	6.9
782	0.18
783	5.16
784	6.15
785	6.38
786	6.22
