350	-0.03	
351	-1.79	
352	0.29	
353	0.89	
354	0.64	
355	-1.08	
356	-1.11	
357	-0.66	
358	-1.01	
359	-0.14	
360	1.26	
361	-2.44	
362	-1.9	
363	-1.61	
364	0.83	
365	1.27	
366	0.62	
367	-1.13	
368	-2.18	
369	2.03	
370	0.03	
371	-1.07	
372	-1.14	
373	0.31	
374	-1.01	
375	0.83	
376	1.5	
377	-3.41	
378	-0.97	
379	1.03	
380	2.14	
381	0.89	
382	1.42	
383	2.46	
384	0.9	
385	4.08	
386	0.72	
387	-1.08	
388	1.38	
389	3.96	
390	-0.12	
391	0.63	
392	3.04	
393	0.84	
394	-0.99	
395	2.35	
396	2.83	
397	3.4	
398	-1.12	
399	1.74	
400	2.97	
401	2.36	
402	-1.04	
403	0.23	
404	2.46	
405	1.85	
406	2.2	
407	2.17	
408	0.87	
409	3.38	
410	1.27	
411	2.93	
412	1.71	
413	3.02	
414	1.82	
415	1.13	
416	2.52	
417	-0.19	
418	3.61	
419	0.95	
420	3	
421	4.05	
422	4.45	
423	5.87	
424	3.91	
425	6.96	
426	4.87	
427	6.81	
428	7.49	
429	10.05	
430	12.92	
431	14.2	
432	16.55	
433	16.77	
434	20.3	
435	21.59	
436	26.04	
437	32.2	
438	35.23	
439	39.7	
440	49.85	
441	52.31	
442	60.65	
443	76.45	
444	91.2	
445	100.49	
446	119.88	
447	141.41	
448	147.45	
449	159.46	
450	167.92	
451	174.47	
452	170.11	
453	168.49	
454	159.2	
455	143	
456	131.26	
457	116.98	
458	115.33	
459	103.86	
460	102.12	
461	103.2	
462	94.93	
463	89.96	
464	95.93	
465	99.88	
466	91.07	
467	97.59	
468	87.97	
469	86.22	
470	85.68	
471	80.65	
472	76.84	
473	76.37	
474	72.97	
475	74.35	
476	79.35	
477	81.24	
478	75.9	
479	84.63	
480	92.17	
481	92.16	
482	91.13	
483	100.4	
484	112.06	
485	117.13	
486	122.93	
487	133.35	
488	137.1	
489	144.28	
490	146.95	
491	153.42	
492	163.89	
493	166.87	
494	174.86	
495	188.54	
496	196.56	
497	206.21	
498	209.04	
499	210.62	
500	223.04	
501	217.65	
502	227.86	
503	235.59	
504	242.31	
505	246.8	
506	257.67	
507	248.89	
508	256.99	
509	270.15	
510	260.91	
511	269.17	
512	269.95	
513	279.06	
514	285.67	
515	283.23	
516	293.2	
517	294.46	
518	293.41	
519	298.01	
520	306.1	
521	311.45	
522	302.51	
523	316.03	
524	320.28	
525	324.9	
526	320.02	
527	334.15	
