350	1.62
351	-1.72
352	-0.43
353	1.49
354	-0.96
355	-2.08
356	-2.52
357	1.58
358	-0.46
359	-0.53
360	-1.33
361	-1.38
362	-1.09
363	-7.97
364	1.48
365	2.12
366	1.39
367	-1.56
368	-0.36
369	1.49
370	0.22
371	2.37
372	2.89
373	0.13
374	0.93
375	-0.34
376	3.63
377	0.24
378	0.48
379	1.47
380	-0.03
381	1.45
382	-1.11
383	3.16
384	-1.47
385	-0.69
386	0.1
387	3.49
388	0.36
389	5
390	3.41
391	5.42
392	3.5
393	4.68
394	-1.19
395	3.45
396	-0.29
397	4.29
398	1.87
399	-1.42
400	0.59
401	1.76
402	2.42
403	2.82
404	3.01
405	2.47
406	3.41
407	3.56
408	1.52
409	4.25
410	4.03
411	3.51
412	3.26
413	4.28
414	1.53
415	0.58
416	4.44
417	4.48
418	4.63
419	4.31
420	2.33
421	7.56
422	7.18
423	7.38
424	3.05
425	6.38
426	3.06
427	10.52
428	8.84
429	9.51
430	8.47
431	14.12
432	12.92
433	16.75
434	20.87
435	24.14
436	22.41
437	30.83
438	31.94
439	43.99
440	48.24
441	53.52
442	62.86
443	72.43
444	85.36
445	90.8
446	109.85
447	129.12
448	127.75
449	145.95
450	150.56
451	156.97
452	154.68
453	147.49
454	135.18
455	126.52
456	105.93
457	106.64
458	101.82
459	90.87
460	87.88
461	84.58
462	88.14
463	86.95
464	87.52
465	82.5
466	83.68
467	78.63
468	80.38
469	75.01
470	73.84
471	69.08
472	68.99
473	64.87
474	61.62
475	63.32
476	65.86
477	68.66
478	70.13
479	75.96
480	72.23
481	77.68
482	86.89
483	87.83
484	92.49
485	98.94
486	102.58
487	115.02
488	115.78
489	114.84
490	127.47
491	129.81
492	137.92
493	141.59
494	151.31
495	160.38
496	164.37
497	165.36
498	180.41
499	180.89
500	180.46
501	190.53
502	190.75
503	193.83
504	203.92
505	207.57
506	211.56
507	214.15
508	225.9
509	227.58
510	219.51
511	219.92
512	228.22
513	229.05
514	221.97
515	236.06
516	241.48
517	242.4
518	248.36
519	250.06
520	252.17
521	251.9
522	260.77
523	265.68
524	258.62
525	263.18
526	265.65
527	268.71
528	277.74
529	271.3
530	280.59
531	280.28
532	292.49
533	284.25
534	288.8
535	304.47
536	299.59
537	302.49
538	314.6
539	317.5
540	318.01
541	319.54
542	333.84
543	332.47
544	336.21
545	337.05
546	343.54
547	334.35
548	340.55
549	341.17
550	343.69
551	347.57
552	341.92
553	351.63
554	347.91
555	350.63
556	349.17
557	341.25
558	340.06
559	347.22
560	337.16
561	339.98
562	331.58
563	339.05
564	344.07
565	344.15
566	335.46
567	331.49
568	335.13
569	341.09
570	329.13
571	328.76
572	335.76
573	341.36
574	294.49
575	291.74
576	331.88
577	330.4
578	325.45
579	325.42
580	318.83
581	317.71
582	312.12
583	316.48
584	309.67
585	314.12
586	310.06
587	313.01
588	313.05
589	312.69
590	319.62
591	317.06
592	332.48
593	321.82
594	331.21
595	325.38
596	333.92
597	329.26
598	335.17
599	342.27
600	333.21
601	322.48
602	328.07
603	342.01
604	343.9
605	340.63
606	337.11
607	348.91
608	340.5
609	343.41
610	347.69
611	340
612	332.31
613	341.34
614	343.99
615	338.44
616	329.95
617	335.7
618	337.07
619	330.42
620	328.26
621	332.15
622	313.07
623	315.28
624	320.99
625	312.3
626	307.61
627	310.19
628	297.71
629	298.09
630	286.23
631	287.74
632	290.38
633	280.22
634	280.72
635	271.65
636	274.44
637	262.31
638	256.68
639	257.26
640	257.52
641	246.75
642	243.41
643	237.79
644	234.98
645	237.08
646	226.35
647	230.97
648	214.61
649	216.57
650	211.39
651	221.25
652	209.39
653	206.51
654	202.76
655	196.84
656	202.38
657	192.51
658	199.76
659	191.25
660	182.54
661	179.9
662	179.8
663	181.58
664	173.94
665	176.67
666	169.33
667	171.81
668	170.55
669	164.2
670	165.08
671	163.69
672	160.32
673	152.71
674	160.91
675	153.62
676	154.71
677	156.23
678	158.67
679	153.41
680	159.03
681	149.04
682	151.93
683	149.91
684	141.24
685	131.64
686	139.1
687	142
688	141.4
689	136.5
690	136.5
691	130.29
692	128.45
693	128.64
694	122.36
695	113.91
696	115.46
697	115.19
698	112.16
699	103.31
700	106.16
701	102.35
702	100.37
703	98.94
704	96.69
705	97.76
706	86.05
707	88.16
708	88.48
709	82.09
710	81.91
711	84.47
712	79.4
713	78.93
714	76.11
715	67.8
716	71.36
717	69.36
718	70.56
719	70.44
720	56.51
721	63.5
722	63.56
723	49.65
724	52.5
725	50.54
726	52.26
727	48.4
728	47.88
729	47.62
730	44.51
731	41.7
732	47.53
733	44.37
734	37.33
735	37.6
736	42.56
737	33.53
738	33.52
739	29.65
740	30.43
741	29.55
742	34.23
743	29.7
744	31.96
745	22.98
746	28.47
747	22.99
748	24.54
749	25.31
750	23.44
751	22.42
752	19.88
753	17.53
754	17.66
755	20.14
756	22.12
757	20.18
758	15.11
759	18.67
760	16.77
761	15.27
762	15.17
763	14.47
764	11.86
765	12.28
766	15.46
767	11.53
768	12.51
