-416.798,1,76038
-414.240,1,76227
-411.683,1,75903
-409.128,1,75544
-406.575,1,75366
-404.023,1,75497
-401.472,1,75288
-398.923,1,74862
-396.376,1,74444
-393.830,1,73951
-391.286,1,73583
-388.743,1,73470
-386.202,1,73192
-383.662,1,73017
-381.124,1,72882
-378.587,1,72753
-376.052,1,72842
-373.519,1,72802
-370.986,1,72721
-368.456,1,72822
-365.927,1,72714
-363.399,1,72436
-360.873,1,72221
-358.349,1,72049
-355.826,1,71493
-353.304,1,71220
-350.784,1,71190
-348.266,1,71390
-345.749,1,71193
-343.233,1,71140
-340.719,1,71070
-338.207,1,70687
-335.696,1,70855
-333.186,1,71307
-330.678,1,70729
-328.172,1,70128
-325.667,1,69975
-323.164,1,69491
-320.662,1,69312
-318.161,1,69111
-315.662,1,69127
-313.165,1,69013
-310.669,1,69021
-308.174,1,69124
-305.682,1,69194
-303.190,1,69212
-300.700,1,69360
-298.212,1,69523
-295.725,1,69839
-293.239,1,69692
-290.755,1,69667
-288.272,1,69741
-285.791,1,69770
-283.312,1,69800
-280.834,1,69673
-278.357,1,69682
-275.882,1,69567
-273.408,1,69590
-270.936,1,69409
-268.465,1,69368
-265.996,1,69375
-263.528,1,69567
-261.062,1,69736
-258.597,1,69928
-256.134,1,70243
-253.672,1,70593
-251.212,1,71127
-248.753,1,71697
-246.295,1,72252
-243.839,1,72954
-241.385,1,73602
-238.932,1,74295
-236.480,1,74702
-234.030,1,75382
-231.581,1,75292
-229.134,1,75369
-226.688,1,75558
-224.244,1,75645
-221.801,1,75894
-219.360,1,76117
-216.920,1,76297
-214.481,1,76703
-212.044,1,77077
-209.609,1,77530
-207.175,1,78043
-204.742,1,78967
-202.311,1,79951
-199.881,1,80866
-197.453,1,82287
-195.026,1,83473
-192.601,1,84794
-190.177,1,86457
-187.754,1,88746
-185.333,1,90911
-182.913,1,92985
-180.495,1,96268
-178.078,1,99279
-175.663,1,100703
-173.249,1,103594
-170.837,1,108099
-168.426,1,110458
-166.016,1,113224
-163.608,1,119634
-161.201,1,127221
-158.796,1,131197
-156.392,1,135837
-153.990,1,151160
-151.589,1,160611
-149.189,1,165010
-146.791,1,177784
-144.395,1,203156
-141.999,1,206121
-139.605,1,211241
-137.213,1,242795
-134.822,1,270470
-132.432,1,268221
-130.044,1,293258
-127.657,1,412088
-125.272,1,467381
-122.888,1,514797
-120.506,1,773670
-118.125,1,1311736
-115.745,1,1423236
-113.367,1,1790702
-110.990,1,2970698
-108.615,1,3597667
-106.241,1,3539844
-103.868,1,3797078
-101.497,1,4755185
-99.127,1,5093028
-96.759,1,4602295
-94.392,1,4585179
-92.026,1,4749505
-89.662,1,3984836
-87.299,1,2268809
-84.938,1,2057784
-82.578,1,1721621
-80.220,1,921636
-77.862,1,465288
-75.507,1,402789
-73.152,1,352563
-70.799,1,309442
-68.448,1,299642
-66.098,1,296268
-63.749,1,274761
-61.402,1,257609
-59.056,1,247191
-56.711,1,233509
-54.368,1,217225
-52.026,1,206268
-49.686,1,193758
-47.347,1,180677
-45.009,1,170675
-42.673,1,161727
-40.338,1,152944
-38.004,1,143808
-35.672,1,136451
-33.342,1,131001
-31.012,1,126798
-28.684,1,122306
-26.358,1,119404
-24.033,1,116833
-21.709,1,114264
-19.386,1,111342
-17.065,1,108909
-14.746,1,106596
-12.427,1,104284
-10.110,1,102459
-7.795,1,100390
-5.481,1,98321
-3.168,1,96062
-0.856,1,93708
1.454,1,91839
3.762,1,89845
6.070,1,88711
8.376,1,87790
10.680,1,86959
12.984,1,86197
15.286,1,85639
17.586,1,85359
19.885,1,85232
22.183,1,85162
24.479,1,84992
26.775,1,85051
29.068,1,85130
31.361,1,85198
33.652,1,85414
35.941,1,85534
38.230,1,86215
40.517,1,86478
42.802,1,86978
45.086,1,87613
47.369,1,88232
49.651,1,88954
51.931,1,89435
54.210,1,90018
56.487,1,91324
58.763,1,92527
61.038,1,94066
63.312,1,95752
65.584,1,98919
67.855,1,103836
70.124,1,107061
72.392,1,108440
74.659,1,111712
76.924,1,114581
79.188,1,118106
81.451,1,119073
83.713,1,120335
85.973,1,120685
88.231,1,120581
90.489,1,119844
92.745,1,117942
94.999,1,115880
97.253,1,113868
99.505,1,112097
101.756,1,111059
104.005,1,109174
106.253,1,108228
108.500,1,107716
110.745,1,107447
112.989,1,107023
115.232,1,107207
117.474,1,107393
119.714,1,107879
121.953,1,108249
124.190,1,108224
126.426,1,108161
128.661,1,107964
130.895,1,107805
133.127,1,107611
135.358,1,107363
137.587,1,106764
139.815,1,105607
142.042,1,104680
144.268,1,103385
146.492,1,101845
148.715,1,100241
150.937,1,99262
153.157,1,98004
155.376,1,96852
157.594,1,94991
159.811,1,93082
162.026,1,91110
164.240,1,88683
166.452,1,86308
168.663,1,84673
170.873,1,82834
173.082,1,81336
175.289,1,80120
177.495,1,79024
179.700,1,77886
